SKU,SM
SMPH19084768,PLASMALYTE-A 1000ML
SMPH19036657,MX 5% SOLUTION 60ML
SMPH19036667,REGAINE 5% SOLUTION 60ML
SMPH19036673,FINPECIA TAB 1 MG
SMPH19036805,VORITROL TAB 200 MG
SMPH19036873,FUSIWAL 2% OINT 5GM
SMPH19036904,NIZRAL 2% CREAM 30GM
SMPH19036961,FUNGICIDE TAB 200 MG
SMPH19036970,HALOX S OINT 20GM
SMPH19037195,CLOP S NANO LOTION 20ML
SMPH19037326,CLOP S CREAM 20GM
SMPH19037367,SCABVENT SOAP 1% 75GM
SMPH19037402,DAKTARIN GEL 2% 20GM
SMPH19037423,AHAGLOW FACEWASH ADV 50GM
SMPH19037588,DYNAPLAST BANDAGE 10CMX3M
SMPH19037602,REGAINE 2% SOLUTION 60ML
SMPH19037666,TACROZ 0.03% OINT 20GM
SMPH19038042,SILVEREX CREAM 10GM
SMPH19038192,OILATUM KID 7.5% SOAP 50GM
SMPH19038414,CLOP 0.05% CREAM 10GM
SMPH19040260,SCABVENT 5% CREAM 30GM
SMPH19043217,AVERTOL 12MG TAB DT
SMPH19080591,SNAKE V. ANTISERUM INJ 10 ML
SMPH19044694,DIAPRIDE M1 TAB
SMPH19044704,GLYCOMET TRIO FORTE 2MG TAB
SMPH19044713,INSUMAN COMB 25 CARTRIDGE 100 IU 3 ML/1
SMPH19044764,TGLIP 20MG TAB
SMPH19044799,AFOGLIP TAB 20 MG
SMPH19044855,ISTAMET XR CP TAB
SMPH19044869,AMARYL MV 1MG TAB
SMPH19044891,GP 0.5MG TAB
SMPH19044929,TGLIP-M 500MG TAB
SMPH19044944,INSUMAN COMB 50 CARTRIDGE 100 IU 3 ML/1
SMPH19044954,VOGO M 0.3MG TAB
SMPH19044968,VOGO 0.3MG TAB
SMPH19044970,TRIVOGLITOR FORTE 2MG TAB
SMPH19044986,OBIMET SR 500MG TAB
SMPH19044987,GLYCOMET TRIO FORTE 1MG TAB
SMPH19045007,TENEBITE M 20MG TAB
SMPH19045059,VYSOV M 50/1000MG TAB
SMPH19057318,FERISOME CAP 30 MG
SMPH19045091,VOGO M TAB 0.2MG
SMPH19045098,TENEBITE TAB 20 MG
SMPH19045101,GLYCOMET 850MG TAB
SMPH19045112,INSUGEN R INJ 100 IU 10ML
SMPH19045120,INSUGEN 50/50 INJ 100 IU 10 ML/1ML
SMPH19045121,OBIMET 1GM TAB SR
SMPH19045195,VOGO TAB 0.2MG
SMPH19045458,OKAMET TAB 500 MG
SMPH19045626,ZUVOG TRIO TAB 2 MG
SMPH19045638,GLINIL M TAB
SMPH19046049,ZUVOG TRIO TAB 1 MG
SMPH19046072,TENLIP-M FORTE TAB
SMPH19046421,GLIMP TAB 2 MG
SMPH19048128,THYROX TAB 50MCG
SMPH19048130,THYROX TAB 25MCG
SMPH19048135,THYROX TAB 100MCG
SMPH19048141,THYROX TAB 75MCG
SMPH19082936,SPORLAC POWDER 1GM
SMPH19048165,THYROX TAB 12.5MCG
SMPH19048189,THYROX TAB 125MCG
SMPH19048212,THYROX TAB 150MCG
SMPH19048219,NEODROL INJ 1GM
SMPH19048283,NEODROL INJ 500MG
SMPH19049085,MEFTAL SPAS TAB
SMPH19084680,FIT EYE TAB
SMPH19068783,TOBAFLAM EYE DROPS 5ML
SMPH19015374,PLEGIOCARD INJ 20 ML
SMPH19049347,FAMOCID TAB 40 MG
SMPH19049393,ESOMAC D CAP 40 MG/30
SMPH19049714,DIGENE GEL MIXFRUIT 200 ML
SMPH19049885,OMESEC CAP 20 MG
SMPH19049900,RABICIP-L CAP
SMPH19050139,OFLOKEM OZ TAB
SMPH19050372,RABIUM TAB 40 MG
SMPH19050746,ESOMAC D CAP 20MG
SMPH19050815,DOXSTEM TAB
SMPH19051316,ROKO CAP 2 MG
SMPH19052589,LICOLATE 0.2MG INJ 1ML
SMPH19055773,OFLOX TZ SUSP 30ML
SMPH19056193,DUPHALAC SUSP 200ML
SMPH19050674,MOZA PLUS CAP
SMPH19068319,APDROPS PD 10 ML EYE DROPS
SMPH19056987,INSTAKIT TAB
SMPH19048120,DECA-DURABOLIN 50MG INJ
SMPH19057037,SUVIDA TAB
SMPH19057134,OXYTOCIN 5IU INJ 1ML
SMPH19057486,DINOST GEL SYRINGE 0.5MG 3GM
SMPH19057537,MICROFER INJ 100MG/5ML
SMPH19058222,MARTIFUR 100MG TAB
SMPH19061390,B PROTIN CHOCOLATE POWDER 200GM
SMCO1903079,CAUTERY PADS ERBE [ERBE]
SMPH19061438,D PROTIN POWD.CHOCOLA 200 G
SMPH19061443,NUROKIND TAB OD
SMPH19061546,D RISE GRAN 60K 1GM
SMPH19061639,BETONIN AST SYP 170 ML
SMPH19061648,ASTYMIN 3 INJ 20ML
SMPH19061681,ASCAZIN TAB 50 MG
SMPH19063407,THIAMIN TAB 100 MG
SMPH19064179,CELIN CHEW 300MG TAB
SMPH19064368,PROTINEX DIABETIC POWD TIN 200 G
SMPH19064574,CAL D3 TAB
SMPH19064742,FRESUBIN HEPA VANILLA POWDER 200GM
SMPH19068262,IOTIM EYE DROP 5ML
SMCO1903096,FACE MASKS 2PLY [/GEN]
SMCO1900717,FACE MASK DISPOSIBLE ELASTIC [/GEN]
SMPH19068272,FLOGEL EYE DROP 10ML
SMPH19068288,BRIMOCOM EYE DROP 5ML
SMPH19068309,ADD TEARS EYE DROPS
SMPH19068359,LUPITROS DROPS
SMPH19068363,MOXICIP KT EYE DROP 5 ML
SMPH19068399,NEPABLU DROPS
SMPH19068474,4 QUIN LOT EYE DROPS 5ML
SMPH19068519,IF2 OPHTH.SOLUT 0.10 % 5 ML
SMPH19068635,I-DEW EYE DROPS
SMPH19068731,LOTEFLAM EYE DROP 0.5% 5 ML
SMPH19070193,ONE TOUCH SELECT TEST STRIP
SMPH19070451,PHLEBOTROY QPS 1000IU 5ML
SMPH19072583,TIOVA INHALER
SMPH19072775,AIRZ 50 CAPS
SMPH19072860,FLUTIFLO FT NASAL SPRAY
SMPH19072969,AEROCORT ROTACAP FORTE
SMPH19073096,RID-AR TAB
SMPH19073384,SALBAIR I RESPULES 0.63MG 2.5ML
SMPH19073397,AIRZ F CAP
SMPH19073780,BILAZEST TAB 20 MG
SMPH19074026,NASOCLEAR 15ML NASAL DROPS
SMPH19074596,ALKOF SYP 100 ML
SMPH19074884,NEBZMART FB 1MG 2ML RESPULES
SMPH19077032,XYZAL A SYP 60 ML
SMPH19078932,SENQUEL AD LIQUID 3 % 100 ML/2%
SMPH19079427,MUCOPAIN OINT 5GM
SMPH19079560,BLADMIR 50MG TAB
SMPH19080802,SYNFLORIX PFS INJ
SMPH19082178,OMNIPAQUE 350 100 ML
SMPH19082325,POTASSIUM CHLORIDE INJ [/GEN]
SMPH19082456,NOVORAPID PENFIL CATRAGE INJ
SMPH19082543,APPAVISC PFS
SMPH19082604,ETOMIDATE INJ
SMPH19082737,SOBINIX TAB
SMPH19082854,METROGYL P OINT 15GM
SMPH19084034,KENACORT 0.1% 5GM
SMPH19083496,CELHEP 25000IU INJ
SMPH19083527,GP2BAN 5MG 100ML INJ
SMPH19083868,FOSOLIN 750MG 10ML INJ
SMPH19083886,CIPREMI 100MG INJ
SMPH19084183,ACTEMRA 200MG INJ
SMPH19084523,NEPCINAC DROPS
SMPH19084532,KELFER 250MG CAPS
SMPH19084533,KELFER 500MG CAPS
SMPH19084583,PLASMAGLOB 10GM 100ML INJ
SMPH19084585,PLASMAGLOB 5GM 100ML INJ
SMPH19084598,SEVOTROY 250ML
SMPH19084604,GLIPY 50MG TAB
SMPH19084669,RAMGEE 5MG TAB
SMCO1900803,N95 FACE MASK [/GEN]
SMPH19012126,ATORVA TAB 20 MG
SMPH19013526,LOSACAR TAB 25 MG
SMPH19020054,NUCOXIA TAB 60 MG
SMPH19020408,MAXGALIN CAP 150 MG
SMPH19020852,TAPENAX TAB.ER 50 MG
SMPH19030262,MORCONTIN TAB CR 10 MG
SMPH19034049,NUCOXIA P TAB
SMPH19083831,MENVEO PFS 0.5ML INJ
SMPH19084677,AMOXIL KID 250MG TAB
SMPH19084678,EL-PAR 2MG CAP
SMPH19084679,TACROMAX 0.5 MG CAP
SMPH19084681,LIXID 600MG TAB
SMPH19084682,VERILAC 25000IU INJ
SMPH19084683,OLADOTT 5MG TAB
SMPH19084684,OLADOTT 10MG TAB
SMPH19084685,OLADOTT 20MG TAB
SMPH19084686,BAZOLID 600MG TAB
SMPH19084687,OLMECOOL 40MG TAB
SMPH19084688,MUPIVATE OINTMENT 3GM
SMPH19084689,PANTOSEC DSR TAB
SMPH19084690,AMPILOX C 250MG INJ
SMPH19084692,MEROJECT 1GM INJ
SMPH19084693,MYCORITE-S 360MG TAB
SMPH19084694,TACROMAX 1MG CAP
SMPH19084695,TACROMAX 2MG CAP
SMPH19084696,MOFIREN 360MG
SMPH19084697,PREDOSS 40MG INJ
SMPH19084698,TACRORITE 2MG TAB
SMPH19084699,MICROMAX 500MG INJ
SMPH19084700,UDLAC 300MG TAB
SMPH19084701,AZIFINE 500MG TAB
SMPH19084703,GASTRONORM 200ML SYP
SMPH19084705,STERILE WATER FOR INJ 10ML [ABARIS]
SMPH19084706,CORSCHE TAB
SMPH19084707,NS 3000ML [ABARIS]
SMPH19084708,FUROKIN 500MG TAB
SMPH19084709,ONDEL INJ
SMPH19084711,TACRORITE 0.5MG TAB
SMPH19084712,LIVEDAY 5MG TAB
SMPH19084713,FLUGUARD 200MG TAB
SMPH19084714,METTOP XL 25MG TAB
SMPH19084715,METTOP XL 50MG TAB
SMPH19084717,PODOLIFE CV 325MG TAB
SMPH19084718,FAROCRIT 200MG TAB
SMPH19084719,MAXGALIN NT TAB
SMPH19084720,CARNISTON 200ML SYP
SMPH19084721,METTOP R 25/2.5 TAB
SMPH19084722,METTOP R 50/5 TAB
SMPH19084724,POLYFIC INJ
SMPH19084726,LEVITOR CV 10MG CAP
SMPH19084727,LEVITOR CV 20MG CAP
SMPH19084728,GLIPMATE M1 MG TAB
SMPH19084729,NS 0.45% 500ML [ABARIS]
SMPH19084730,NIMODEP 30MG TAB
SMPH19084732,ECOMECTIN 12MG TAB
SMPH19084733,CHIPSIN-FORTE TAB
SMPH19084735,COBATREND PLUS CAP
SMPH19084736,SER-K TAB
SMPH19084737,GLIPMATE MV 2.2MG TAB
SMPH19084739,GLIPMATE MV 1.2MG TAB
SMPH19084740,CALOKARD PLUS CAP
SMPH19084741,LINC TAB
SMPH19084743,GLIPMATE M 2MG TAB
SMPH19084744,GABAKARD NT 400MG TAB
SMPH19084746,GLIMECAID M2 FORTE TAB
SMPH19084747,PREGAKARD NT 10MG/75MG TAB
SMPH19084748,ROKARD-CV 10MG TAB
SMPH19084749,ROKARD 20MG TAB
SMPH19084750,ROKARD 10MG TAB
SMPH19084752,TENLIGEN-M 500MG TAB
SMPH19084753,CALLIFY TAB
SMPH19084754,GLIMECAID M2 TAB
SMPH19084755,GLIMIGEN M2 TAB
SMPH19084756,GLIMIGEN M1 TAB
SMPH19084757,GLIMECAID M1 FORTE TAB
SMPH19084758,GLIMECAID 2MG TAB
SMPH19084759,GLIMECAID 1MG TAB
SMPH19084760,MONZEC LC TAB
SMPH19084761,OLMIDEN H 40MG TAB
SMPH19084762,OLMIDEN 40MG TAB
SMPH19084763,OLMIDEN H 20MG TAB
SMPH19084764,OLMIDEN 20MG TAB
SMPH19084765,TENLIGEN 20MG TAB
SMPH19084766,VILDAPIL 100MG TAB
SMPH19084767,VILDAPIL 50MG TAB
SMPH19084769,ZYMOHEAL D TAB
SMPH19084771,TELZOE AM TAB
SMPH19084772,TELZOE H 40 TAB
SMPH19084773,TELZOE 40MG TAB
SMPH19084774,ISART H 40 TAB
SMPH19084775,ISART 40MG TAB
SMPH19084776,TRINERVICAID TAB
SMPH19084777,PRIMELIN M CAP
SMPH19084778,ZETAGLIM MV1 TAB
SMPH19084779,ZETAGLIM M2 FORTE TAB
SMPH19084780,ZETAGLIM MV2 TAB
SMPH19084781,ZETAGLIM M1 FORTE TAB
SMPH19084782,ZETAGLIM M1 TAB
SMPH19084783,ZACRA M TAB
SMPH19084731,IMMUNE CEE 500MG TAB
SMPH19084784,MUTRANS 20 MCG PATCH
SMPH19084786,COMPU EYE 1% 10ML DROPS
SMPH19084787,OLADOTT PLUS TAB
SMPH19084788,BISTIN 16MG TAB
SMPH19084789,CEGAVE 1GM INJ
SMPH19084790,SENSONAC EYE DROPS 5ML
SMPH19084793,GLIMIGEN M2 TAB
SMPH19084794,PREVAMET XL 25MG TAB
SMPH19084795,FUROKIN 250MG TAB
SMPH19084796,ORIPRO ALBU 350GM POWDER
SMPH19084797,GABADEP-NT 100MG TAB
SMPH19084798,CROVOXY-625 TAB
SMPH19084799,PRIMOCLAV 625MG TAB
SMPH19084800,FAVIOUR 200MG TAB
SMPH19084801,MUTRANS 10 MCG PATCH
SMPH19084802,TEARLUB GEL 10ML DROPS
SMPH19084803,SOBINIX-DS TAB
SMPH19084804,SENZVISC-TG EYE OINT
SMPH19084805,PREDLAST EYE DROPS
SMPH19084806,FUROPRED 30ML SYP
SMPH19084807,CROMZ FRESH EYE 5ML DROPS
SMPH19084808,MESACOL CR 1GM GRANULES
SMPH19084809,FLEXIB TAB
SMPH19084810,CARVITOP CR 20MG TAB
SMPH19084811,CARVITOP CR 10MG TAB
SMPH19084813,ROSUVAX 10MG TAB
SMPH19084815,CLOPIGARD CV 20MG CAP
SMPH19084816,CLOPIGARD CV 10MG CAP
SMPH19084817,RATROVOL CV 10MG TAB
SMPH19084819,RIBOFLOVINE 10MG TAB
SMPH19084820,ZUCATOR 100MG TAB
SMPH19084821,CATOBAR EYE DROPS 10ML
SMPH19084822,PYACE 250MG 60ML SYP
SMPH19084823,VOGBLU TRIO 2MG/0.3MG TAB
SMPH19084824,AMBISTRIN-S 0.75GM INJ
SMPH19084825,WINBP CT 40/12.5MG TAB
SMPH19084827,OPTISTAT DROPS 5ML
SMPH19084828,ABITOR 10MG TAB
SMPH19084829,PAVONIB 40MG TAB
SMPH19084830,SILCOLL 10GM CREAM
SMPH19084831,SENZMOX-KT DROPS 5ML
SMPH19084832,CORTACE 6MG TAB
SMPH19084833,AZIMAN 500MG TAB
SMPH19084835,TENELECT M FORTE TAB
SMPH19084836,ALLERCARE 5ML EYE DROPS
SMPH19084837,TORPLAT 90MG TAB
SMPH19084838,VASOGLOR 90MG TABLET
SMPH19084839,TACREFITE-LS OINTMENT
SMPH19084842,AHAGLOW S FOAM FACEWAS 60ML
SMPH19084843,NS 500ML BAG [ABARIS]
SMPH19073979,TUSQ D LOZS HON LEM 0.60 MG/5MG
SMPH19035303,LETRONAT TAB 2.5MG
SMPH19002318,NATCLOVIR INJ 500 MG 10 ML
SMPH19034914,CYTOGEM INJ 1000 MG
SMPH19035080,GEMTAZ INJ 1 G
SMPH19035406,GEMTAZ INJ 200 MG
SMPH19062887,PENTASURE HEPATIC POWD.VANILLA 400 G
SMPH19063648,FRESUBIN ONCO POWD ORANGE 400 G
SMPH19083475,NS 3000ML
SMPH19084910,NS 500ML GLASS [DENIS]
SMPH19084919,PEMEETRON 500MG INJ
SMPH19084955,XYLOVIS SOLUTION 400 ML
SMPH19034797,ABIRAPRO TAB 250 MG
SMPH19049222,ZERODOL SPAS TAB
SMPH19072442,ELECTROLYTE M INJ 500 ML
SMPH19079618,ALBUNIL TAB
SMPH19001997,ACIVIR INJ 500 MG
SMPH19084956,TOPMOIST THERAPY LOTION 100ML
SMPH19083459,GELUSIL MPS TAB
SMPH19012554,ENDOBLOC TAB 5 MG
SMPH19001854,MIKASTAR INJ 100 MG 2 ML
SMPH19001260,MIKASTAR INJ 250 MG 2 ML
SMPH19000491,MIKASTAR INJ 500 MG 2 ML
SMPH19061745,LAMINO NEPHRO INFUS BOT 250 ML
SMPH19084865,AMINOMIX NOVUM 1000ML INJ 
SMPH19084530,WARF TAB 2 MG 30S
SMPH19012189,AMLONG A TAB 50 MG/5MG
SMPH19000357,MOX CAP 250 MG
SMPH19002966,CLAVOX INJ 1.2GM
SMPH19084864,AMFOCARE 50MG INJ 15ML
SMPH19035273,ANABREZ TAB 1 MG
SMPH19050532,APRECAP CAP 125 MG/80
SMPH19023708,ARIFINE TAB 10 MG
SMPH19061401,DEXOLAC 1 POWDER 500GM
SMPH19035149,BIONASE INJ 5 K
SMPH19001727,SYNTHIVAN TAB 300 MG/100
SMPH19068267,GATIQUIN P EYE DROP 10ML
SMPH19083481,AZATEND 100MG INJ
SMPH19084866,BENZZ 180MG 2ML INJ
SMPH19084867,BENZZ 45MG 1ML INJ
SMPH19061398,FELICITA OD SOFTGEL CAP
SMPH19061474,NERVIJEN PLUS CAP
SMPH19019866,NERVIJEN P CAP
SMPH19084940,LIVEFFLAM 300ML
SMPH19084943,MUCOFRESH ORAL 400ML
SMPH19079267,AQUBENZ MOUTHWASH 0.15 % 300 ML
SMPH19035103,BEVAZZA INJ 100 MG/4ML
SMPH19034788,BEVATAS INJ 100 MG 4 ML
SMPH19084937,VERSAVO 400MG INJ
SMPH19084868,BEVAZZA 400MG/16ML INJ
SMPH19034815,CALURAN TAB 50 MG
SMPH19049283,CUDO FORTE CAP
SMPH19013777,VALZAAR H TAB 12.5 MG/80
SMPH19035759,BLEOCHEM INJ 15 MG
SMPH19017235,TELCA H TAB 12.5 MG/40
SMPH19019925,PHLOGAM TAB
SMPH19084947,DISENCHER TAB
SMPH19035061,CABAXAN INJ 60 MG 1.5 ML
SMPH19037462,PASITREX C OINT 0.005 % 15 G/05
SMPH19066067,PHOSTAT TAB 667 MG
SMPH19070278,LEUCOVORIN INJ 50 MG 5 ML
SMPH19084859,GLUCOMIN D 50GM POWDER
SMPH19034864,CAPEGARD TAB 500 MG
SMPH19084846,TEGRETOL 200 MG TAB
SMPH19084148,NEOMERCAZOLE TAB 10 MG 120S
SMPH19084870,CARFILNAT 60MG INJ
SMPH19012101,TELMA H TAB 12.5 MG/40M
SMPH19039317,CASPOGARD INJ 50 MG 10 ML
SMPH19049255,SOFTOVAC SF POWD. 100 G
SMPH19001092,NOVAPIME INJ 1 G 10 ML
SMPH19000800,MAGNOVA INJ 125 MG 10 ML/1G
SMPH19002310,SUPRAVA INJ 1GM
SMPH19000136,OFRAMAX INJ 1GM [10ML]
SMPH19072772,ALLERCET DC TAB 10 MG/30
SMPH19036588,ASCABIOL EMUL 0.10 % 100 ML/1%
SMPH19072689,TOSSEX SYP 100 ML
SMPH19034919,PANIMUN BIORAL SOFTGEL CAP 100 MG
SMPH19035048,PANIMUN BIORAL SOFTGEL CAP 25 MG
SMPH19034873,PANIMUN BIORAL SOFTGEL CAP 50 MG
SMPH19003002,CIPROBID INJ 2 MG 100 ML/1ML
SMPH19035838,CISPLAT INJ 1 MG 10 ML/1ML
SMPH19035724,CISPLAT INJ 1 MG 50 ML/1ML
SMPH19035723,CYTOPLATIN AQ INJ 50 MG 50 ML
SMPH19035445,FARABINE INJ 20 MG 20 ML
SMPH19020793,PETRIL TAB MOU.DIS 0.25 MG
SMPH19020627,PETRIL TAB MOU.DIS 0.50 MG
SMPH19020577,BOTOX INJ 200 IU
SMPH19079268,ORALOZ LOZS 10 MG
SMPH19081834,LUMIA CAP 60 K
SMPH19084853,CURCUSPAN CAP
SMPH19035476,DACILON INJ LYOP AMP 0.50 MG
SMPH19083923,DARZALEX INJ 100 MG 5 ML
SMPH19034774,DARZALEX INJ 400 MG 20 ML
SMPH19011359,CRESP INJ PFS 60 Y 0.3 ML
SMPH19035151,DECITEX INJ 50 MG
SMPH19084872,DEGALYN 240MG INJ
SMPH19084875,DEGHOR 80MG INJ
SMPH19084873,DEGALYN 80MG INJ
SMPH19084551,DNS INJ 5 G 500 ML/0.9 FREEFLEX [FRESENIUS KABI]
SMPH19022270,INAC TAB 50 MG
SMPH19019664,DICLOTAL AQ INJ AMP 75 MG 1 ML
SMPH19020491,DICLOGEL GEL 30 G
SMPH19020650,DICLOGESIC TAB 50 MG/500
SMPH19013288,DILTIGESIC GEL 2 % 30 G
SMPH19018930,DILZEM TAB 30 MG
SMPH19034928,DAXOTEL INJ 120 MG 3 ML
SMPH19034912,DOCEAQUALIP INJ 20 MG
SMPH19035359,DAXOTEL INJ 20 MG 0.5 ML
SMPH19034836,DOCEAQUALIP INJ 80 MG
SMPH19035118,DAXOTEL INJ 80 MG 2 ML
SMPH19049135,PANTODAC DSR CAP 40 MG/30M
SMPH19019937,ARICEP TAB 5 MG
SMPH19073095,DOXOLIN TAB 200 MG
SMPH19035901,DUXOCIN INJ 10 MG 5 ML
SMPH19034907,LIPODOX INJ 2 MG 10 ML/1ML
SMPH19035458,DUXOCIN INJ 50 MG 5 ML
SMPH19035092,ZUBIDOX INJ 50 MG
SMPH19021996,DULANE M CAP 20 MG/1.5
SMPH19084889,EDSTAR 20ML INJ
SMPH19049372,ELECTRAL LIQUID ORANG 200 ML
SMPH19035522,EPITHRA INJ 100 MG
SMPH19035722,EPITHRA INJ 10 MG
SMPH19011338,ERYPRO SAFE INJ PFS 10 K 1 ML
SMPH19011259,VINTOR INJ PFS 10 K 1 ML
SMPH19011357,ERYPRO SAFE PREFILL.SYR. 4000 IU 1 ML
SMPH19083614,ASVIIA INJ 3750 IU/5ML INJ
SMPH19035549,ERIBILIN INJ 0.50 MG 2 ML/1ML
SMPH19034911,ERLOCIP TAB 150 MG
SMPH19073243,DERIPHYLLIN TAB 77 MG/23M
SMPH19084656,ETOMIDAT-LIPURO GA 10ML IN
SMPH19084892,ETOVEL 100MG INJ
SMPH19035193,POSID CAP 50 MG
SMPH19019884,NUCOXIA TAB 120 MG
SMPH19019645,NUCOXIA TAB 90 MG
SMPH19084670,25D 100ML [ABARIS]
SMPH19012413,ROZUCOR F TAB 10 MG/160
SMPH19012726,RAZEL F TAB 10 MG/67M
SMPH19013128,RAZEL F TAB 67 MG/5MG
SMPH19084298,FENSTUD PATCH 50MCG/HR-H
SMPH19084894,GRASTIM 300MCG INJ
SMPH19079587,URISPAS TAB 200 MG
SMPH19035491,FLONIDA CREAM 1 % 10 G
SMPH19084862,5FU GLS 250MG INJ
SMPH19035129,FLONIDA CREAM 5 % 10 G
SMPH19036288,5FU PAR INJ IV. AMP 50 MG 10 ML/1ML
SMPH19021576,LUPINS KATADOL CAP 100 MG
SMPH19021028,VASFREE CAP 100 MG
SMPH19073267,FLIXONASE NASAL SPRAY 50 Y/1DO
SMPH19051424,APRECAP I.V INJ 150 MG
SMPH19084858,FOSIROL POWDER 8GM SACHET 
SMPH19020231,FOSOLIN INJ 50 MG 2 ML/1ML
SMPH19034916,FULVIGLEN INJ PFS IM 250 MG 5 ML
SMPH19015483,FRUSENEX TAB 100 MG
SMPH19037241,FUCIDIN OINT 2 % 5 G
SMPH19024457,GABATOR CAP 100 MG
SMPH19022432,GABAPIN CAP 300 MG
SMPH19022798,GABAPIN PLUS TAB 100 MG
SMPH19019547,GABAPIN NT TAB 400 MG/10M
SMPH19084161,CYTOGEN 200MG INJ
SMPH19062342,ENSURE PLUS PEPTID POWD.VANILLA 400 G
SMPH19065281,PEDIAGOLD POWD.VANILLA 400 G
SMPH19061503,ENSURE POWD.CHOCOLA 400 G
SMPH19020349,LOPEZ TAB MOU.DIS 2 MG
SMPH19084960,PLASMALYTE-A 500ML
SMPH19084860,GLYCERINE 100ML [/GEN]
SMPH19083174,GLYCEROL 100 ORAL [/GEN]
SMPH19057050,ZOLADEX INJ PFS SC 10.8 MG DEPO
SMPH19051838,GRANICIP INJ IV. AMP 1 MG 3 ML/1ML
SMPH19051392,GRANISET TAB 1 MG
SMPH19025893,SERENACE INJ AMP 5 MG 1 ML/1ML
SMPH19084896,HUMAN ALBUMIN 5% 250ML INJ [/GEN]
SMPH19037270,LYCOR CREAM 1 % 15 G
SMPH19084857,ENTOFOAM RECTAL FOAM
SMPH19035035,MYELOSTAT CAP 500 MG
SMPH19030478,IMULAST TAB 400 MG
SMPH19069334,LACRIGEL EYE DROP 5 ML
SMPH19024859,BANDRONE INJ 6 MG 6 ML
SMPH19019540,COMBIFLAM TAB 400 MG/325
SMPH19035416,HOLOXAN INJ 1 G
SMPH19035288,HOLOXAN INJ 2 G
SMPH19050298,ILAPRO TAB 10 MG
SMPH19014315,IROVEL TAB 300 MG
SMPH19034885,IRNOCAM INFUS CONCN. 100 MG 5 ML
SMPH19035786,IRNOCAM INJ 20 MG 2 ML/1ML
SMPH19012227,IMDUR TAB.CR 30 MG
SMPH19014374,MONOTRATE OD TAB SR 50 MG
SMPH19020102,KETANOV TAB 10 MG
SMPH19035261,LENALID CAP 5 MG
SMPH19084671,5D 500ML [ABARIS]
SMPH19034992,ELIGARD INJ 45 MG
SMPH19001172,LEVODAY TAB 500 MG
SMPH19062828,NERVIJEN XT SOFTGEL CAP
SMPH19049682,LESURIDE TAB OD 75 MG
SMPH19023292,XYLOCAINE SOLUT.TOPIC. 20 MG 200 ML/1ML
SMPH19021649,TOPLAP GEL 2.50 % 10 G/2.5
SMPH19015055,LISORIL TAB 5 MG
SMPH19021086,LOPEZ TAB MOU.DIS 1 MG
SMPH19084672,DNS 500ML [ABARIS]
SMPH19012668,LOSACAR TAB 50 MG
SMPH19084941,MACROGAL POWDER 14GM
SMPH19050657,COLOPREP ORAL SOLUT. 177 ML
SMPH19084897,MANNITOL 20% INJ 100ML [/GEN]
SMPH19035803,CYTOCRISTIN DRY INJ AQ 1 MG 1 ML
SMPH19062533,MECONERV TAB 500 Y
SMPH19062353,REJUNEX INJ AMP 500 Y 1 ML
SMPH19084945,AXOMETH TAB
SMPH19011761,TRAMIC MF TAB 500 MG/250
SMPH19035361,MEGEETRON TAB 160 MG
SMPH19034935,ENDACE TAB 160 MG
SMPH19084863,ALPHALAN 50MG INJ
SMPH19084895,HARS-K 10MG INJ 1ML
SMPH19005415,MEROCARE INJ 1000 MG
SMPH19000833,GERMERO INJ 1000 MG
SMPH19071477,UROMITEXAN INJ 200 MG 2 ML
SMPH19044790,CETAPIN XR TAB SR 1000 MG
SMPH19034880,FOLITRAX TAB 20 MG
SMPH19035651,MEREX INJ 500 MG 5 ML
SMPH19048249,IVEPRED TAB 8 MG
SMPH19056737,STEMETIL INJ 12.5 MG 10 ML/1ML
SMPH19084856,TAURITMO CAP 4'S PACK
SMPH19035062,MITOMYCIN C INJ DRY IV V 10 MG
SMPH19078354,MONTAIR TAB 10 MG
SMPH19084673,NS 1000ML [ABARIS]
SMPH19084926,RUMORF 15MG/ML INJ
SMPH19084951,RUMORF CR 30MG TAB
SMPH19068251,MOSI EYE DROP 0.50 % 5 ML
SMPH19083560,PROTEOZ 2.5 MG INJ
SMPH19084851,AKYNZEO 300MG/0.5MG CAP KIT
SMPH19084847,2BACONIL  14 MG  PATCHES 
SMPH19084848,2BACONIL  21 MG PATCHES 
SMPH19084849,2BACONIL 7 MG PATCHES
SMPH19084932,NS 10ML [/GEN]
SMPH19084904,NS 3% 100ML GLASS [DENIS]
SMPH19084905,NS 0.45% 500ML GLASS [DENIS]
SMPH19084906,NS 100ML GLASS [DENIS]
SMPH19084911,NS 100ML [CLARIS]
SMPH19084907,NS 250ML GLASS [DENIS]
SMPH19020869,TOLAZ TAB 10 MG
SMPH19021526,TOLAZ TAB 5 MG DT
SMPH19083561,PROTEOZ INJ
SMPH19049707,ONDEM TAB MOU.DIS 8 MG
SMPH19084913,ONVINC 2MG INJ
SMPH19034945,SOXPLAT INJ 100 MG 20 ML
SMPH19035300,SOXPLAT INJ 5 MG 10 ML/1ML
SMPH19034931,AB PACLI INJ 100 MG
SMPH19084903,NABPAC 100MG INJ
SMPH19084916,PATAX B 100MG INJ
SMPH19034987,CYTAX INJ 100 MG 16.7 ML
SMPH19035339,PACLISTAR INJ 6 MG 16.7 ML/1ML
